product_pid,transaction_date,apply_amt_trend,apply_amt_residual,redeem_amt_trend,redeem_amt_residual
1,2021-01-04,0.002614340610972495,-0.037762501269838905,0.001188093967336,-0.0011822049947238641
1,2021-01-05,0.00257913618127443,-0.0074302944664510935,0.0011890177224917723,0.0030856479840926723
1,2021-01-06,0.002543931751576365,0.008006281655697459,0.0011899414776475447,-0.00042369024617301557
1,2021-01-07,0.0025087273218783,0.032929990743715574,0.0011908652328033171,-0.001194410755640315
1,2021-01-08,0.002473522892180235,0.0031823891535151484,0.0011917889879590896,-0.0013955728048011837
1,2021-01-11,0.002367909603086041,-0.03888564526192304,0.001194560253426407,-0.002039241280817221
1,2021-01-12,0.002332705173387976,-0.007115776458544038,0.0011954840085821792,9.626169800230097e-05
1,2021-01-13,0.002297500743689911,0.008817156663610399,0.0011964077637379516,-0.0017720545322635743
1,2021-01-14,0.002262296313991846,0.028052855751515143,0.0011973315188937238,-0.0008617650417359424
1,2021-01-15,0.0022270918842937806,0.0009096041614110168,0.0011982552740494965,-0.001402039090889806
1,2021-01-18,0.002121478595199586,-0.03859734025401535,0.0012010265395168136,0.0016911084330949243
1,2021-01-19,0.002086274165501521,-0.006699126450633959,0.001201950294672586,0.0001581954119121612
1,2021-01-20,0.002051069735803456,0.009860889671523338,0.0012028740498283585,0.008939909181645866
1,2021-01-21,0.0020158653061053914,0.028316308759439687,0.001203797804984131,-0.0008954493278231414
1,2021-01-22,0.0019806607248957545,0.0020190283208664232,0.0012047215602635133,0.023544281622894885
1,2021-01-25,0.0018750469812668443,-0.037303386640138284,0.001207492826101661,0.003667210146507372
1,2021-01-26,0.0018398424000572076,-0.006691000685166021,0.0012084165813810433,0.00018738312520397138
1,2021-01-27,0.001804637818847571,0.005905656588401219,0.0012093403366604258,-0.0017849871051827456
1,2021-01-28,0.001769433237637934,0.028852111827882745,0.0012102640919398084,-0.0006438646147798251
1,2021-01-29,0.0017342286564282973,0.0014024673892636848,0.001211187847219191,-0.001073428664064394
1,2021-02-01,0.0016286149127993873,-0.03738956057164959,0.0012139591130573384,-0.002058640140445754
1,2021-02-02,0.0015934103315897506,-0.00641052461680126,0.001214882868336721,7.686283824737974e-05
1,2021-02-03,0.0015582057503801137,0.0073238696568951635,0.0012158066236161032,-0.0008810683921385748
1,2021-02-04,0.001523001169170477,0.028809172896388305,0.0012167303788954858,-0.0010268299017322947
1,2021-02-05,0.0014877965879608404,0.0024659334578201577,0.0012176541341748684,-0.0013546379510129027
1,2021-02-08,0.00138218284433193,-0.03786587450319935,0.0012204254000130156,0.021788915572598492
1,2021-02-09,0.001346978263122293,-0.0060619615483132,0.001221349155292398,0.000740715551291738
