product_pid,transaction_date,apply_amt_trend,apply_amt_residual,redeem_amt_trend,redeem_amt_residual
1,2022-11-10,0.3752396921518024,-0.0365059627364614,0.011928683234558885,-0.0014625766732644
1,2022-11-11,0.3781201012229169,0.0162144084615643,0.011989928747890592,-0.0049035124208687
1,2022-11-12,0.38101019524175683,0.0040676074007374,0.012051024404853445,8.806018169979209e-05
1,2022-11-13,0.38389037264015813,0.0265073876980851,0.012112286149909359,0.0018817678927778
1,2022-11-14,0.38676046176549417,0.0370102487513044,0.012173717344736252,-0.0019595771790099
1,2022-11-15,0.3896407877122435,-0.031086727697061,0.012234993306862531,-0.0015174380546911
1,2022-11-16,0.3925207593126144,0.0350972280410514,0.01229624260367212,-0.003287862213174
1,2022-11-17,0.39540093389778125,-0.3293390320030995,0.012357515450542948,-0.0017474730355907
1,2022-11-18,0.3982813429688964,-0.0649662092630629,0.01241876096387466,-0.0018905943799346
1,2022-11-19,0.401171436987736,0.009929876148698,0.012479856620837507,-0.0108739898655819
1,2022-11-20,0.40405161438613757,0.0165434231599911,0.012541118365893432,0.0060750103183453
1,2022-11-21,0.40692170351147294,0.028960313015066,0.012602549560720315,-0.0052874557982766
1,2022-11-22,0.4098020294582229,0.0212377282977036,0.012663825522846605,-0.0042839663773103
1,2022-11-23,0.41268200105859315,-0.1232427511322809,0.012725074819656183,0.0104982679418585
100,2022-11-10,-0.67558156591151,1.524975817499698,0.026290457845931946,0.2401309449902845
100,2022-11-11,-0.6868301625450819,1.524975817499698,0.016743142247477045,0.7632624415739651
100,2022-11-12,-0.6996300383477938,-0.4026865652176713,0.007055503580774841,-0.0508200311044413
100,2022-11-13,-0.7108780752565249,0.1061155181265891,-0.002490356189562259,0.3009778839205006
100,2022-11-14,-0.7205734650402451,-0.4655007002722651,-0.011893884680678143,0.7632624415739651
100,2022-11-15,-0.7318221045565733,-0.0734032122917056,-0.021440033983219153,0.6289125129289432
100,2022-11-16,-0.7430684400675689,0.1313017547515088,-0.03098553868066473,-1.9061886275692528
100,2022-11-17,-0.7543178215636048,2.7721055148303506,-0.040530560950561935,-0.196715807369735
100,2022-11-18,-0.7655664181971742,-0.1147706408563132,-0.0500778765490166,0.4419639182703117
100,2022-11-19,-0.7783662939998903,1.721699902663831,-0.05976551521572006,-1.7806620261129145
100,2022-11-20,-0.7896143309086191,-0.6278047857504183,-0.06931137498605608,-0.0929586131797429
100,2022-11-21,-0.7993097206923396,-0.3312758291737392,-0.0787149034771719,0.1865350381470336
